C,SETP.WORLD,FPP_RUN,AEMO,PUBLIC,2025/05/02,17:43:15,0000000461610806,FPP,0000000461610806
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:12",F_MAIN++NIL_MG_R5,1,RAISEREG,0.00000000,-0.02160254,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:12",F_T+LREG_0050,1,LOWERREG,0.00000000,-0.00281287,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:12",F_T+RREG_0050,1,RAISEREG,0.00000000,-0.00281287,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:12",F_TASCAP_LREG_0210,1,LOWERREG,0.00000000,-0.02160254,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:16",F_MAIN++NIL_MG_R5,1,RAISEREG,0.00000000,-0.02320355,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:16",F_T+LREG_0050,1,LOWERREG,0.00000000,-0.00085445,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:16",F_T+RREG_0050,1,RAISEREG,0.00000000,-0.00085445,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:16",F_TASCAP_LREG_0210,1,LOWERREG,0.00000000,-0.02320355,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:20",F_MAIN++NIL_MG_R5,1,RAISEREG,0.00000000,-0.02344655,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:20",F_T+LREG_0050,1,LOWERREG,0.00377987,0.00000000,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:20",F_T+RREG_0050,1,RAISEREG,0.00377987,0.00000000,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:20",F_TASCAP_LREG_0210,1,LOWERREG,0.00000000,-0.02344655,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:24",F_MAIN++NIL_MG_R5,1,RAISEREG,0.00000000,-0.02144492,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:24",F_T+LREG_0050,1,LOWERREG,0.00000000,-0.01083788,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:24",F_T+RREG_0050,1,RAISEREG,0.00000000,-0.01083788,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:24",F_TASCAP_LREG_0210,1,LOWERREG,0.00000000,-0.02144492,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:28",F_MAIN++NIL_MG_R5,1,RAISEREG,0.00000000,-0.01884179,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:28",F_T+LREG_0050,1,LOWERREG,0.00000000,-0.03687391,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:28",F_T+RREG_0050,1,RAISEREG,0.00000000,-0.03687391,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:28",F_TASCAP_LREG_0210,1,LOWERREG,0.00000000,-0.01884179,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:32",F_MAIN++NIL_MG_R5,1,RAISEREG,0.00000000,-0.01850919,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:32",F_T+LREG_0050,1,LOWERREG,0.00000000,-0.05667971,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:32",F_T+RREG_0050,1,RAISEREG,0.00000000,-0.05667971,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:32",F_TASCAP_LREG_0210,1,LOWERREG,0.00000000,-0.01850919,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:36",F_MAIN++NIL_MG_R5,1,RAISEREG,0.00000000,-0.01813219,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:36",F_T+LREG_0050,1,LOWERREG,0.00000000,-0.05941755,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:36",F_T+RREG_0050,1,RAISEREG,0.00000000,-0.05941755,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:36",F_TASCAP_LREG_0210,1,LOWERREG,0.00000000,-0.01813219,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:40",F_MAIN++NIL_MG_R5,1,RAISEREG,0.00000000,-0.01868480,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:40",F_T+LREG_0050,1,LOWERREG,0.00000000,-0.06732476,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:40",F_T+RREG_0050,1,RAISEREG,0.00000000,-0.06732476,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:40",F_TASCAP_LREG_0210,1,LOWERREG,0.00000000,-0.01868480,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:44",F_MAIN++NIL_MG_R5,1,RAISEREG,0.00000000,-0.01807332,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:44",F_T+LREG_0050,1,LOWERREG,0.00000000,-0.08191926,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:44",F_T+RREG_0050,1,RAISEREG,0.00000000,-0.08191926,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:44",F_TASCAP_LREG_0210,1,LOWERREG,0.00000000,-0.01807332,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:48",F_MAIN++NIL_MG_R5,1,RAISEREG,0.00000000,-0.01626047,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:48",F_T+LREG_0050,1,LOWERREG,0.00000000,-0.08371498,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:48",F_T+RREG_0050,1,RAISEREG,0.00000000,-0.08371498,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:48",F_TASCAP_LREG_0210,1,LOWERREG,0.00000000,-0.01626047,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:52",F_MAIN++NIL_MG_R5,1,RAISEREG,0.00000000,-0.01580569,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:52",F_T+LREG_0050,1,LOWERREG,0.00000000,-0.07577832,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:52",F_T+RREG_0050,1,RAISEREG,0.00000000,-0.07577832,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:52",F_TASCAP_LREG_0210,1,LOWERREG,0.00000000,-0.01580569,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:56",F_MAIN++NIL_MG_R5,1,RAISEREG,0.00000000,-0.01639294,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:56",F_T+LREG_0050,1,LOWERREG,0.00000000,-0.06916092,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:56",F_T+RREG_0050,1,RAISEREG,0.00000000,-0.06916092,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:56",F_TASCAP_LREG_0210,1,LOWERREG,0.00000000,-0.01639294,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:40:00",F_MAIN++NIL_MG_R5,1,RAISEREG,0.00000000,-0.01757094,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:40:00",F_T+LREG_0050,1,LOWERREG,0.00000000,-0.07712516,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:40:00",F_T+RREG_0050,1,RAISEREG,0.00000000,-0.07712516,1,0
D,FPP,CONSTRAINT_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:40:00",F_TASCAP_LREG_0210,1,LOWERREG,0.00000000,-0.01757094,1,0
I,FPP,FPP_RCR,1,INTERVAL_DATETIME,CONSTRAINTID,VERSIONNO,BIDTYPE,RCR,RCR_REASON_FLAG
D,FPP,FPP_RCR,1,"2025/05/02 17:40:00",F_MAIN++NIL_MG_R5,1,RAISEREG,232.33333,0
D,FPP,FPP_RCR,1,"2025/05/02 17:40:00",F_T+LREG_0050,1,LOWERREG,31.90176,0
D,FPP,FPP_RCR,1,"2025/05/02 17:40:00",F_T+RREG_0050,1,RAISEREG,24.08923,0
D,FPP,FPP_RCR,1,"2025/05/02 17:40:00",F_TASCAP_LREG_0210,1,LOWERREG,237.87583,0
I,FPP,FPP_USAGE,1,INTERVAL_DATETIME,CONSTRAINTID,VERSIONNO,BIDTYPE,REGULATION_MW,USED_MW,USAGE,USAGE_REASON_FLAG,USAGE_VALUE
D,FPP,FPP_USAGE,1,"2025/05/02 17:40:00",F_MAIN++NIL_MG_R5,1,RAISEREG,193.00000000,107.03427000,0.55458171,0,0.55458171
D,FPP,FPP_USAGE,1,"2025/05/02 17:40:00",F_T+LREG_0050,1,LOWERREG,50.00000000,2.91997000,0.05839940,0,0.05839940
D,FPP,FPP_USAGE,1,"2025/05/02 17:40:00",F_T+RREG_0050,1,RAISEREG,50.00000000,14.01848000,0.28036960,0,0.28036960
D,FPP,FPP_USAGE,1,"2025/05/02 17:40:00",F_TASCAP_LREG_0210,1,LOWERREG,160.00000000,35.57973000,0.22237331,0,0.22237331
I,FPP,REGION_FREQ_MEASURE,1,INTERVAL_DATETIME,MEASUREMENT_DATETIME,REGIONID,VERSIONNO,FREQ_DEVIATION_HZ,HZ_QUALITY_FLAG,FREQ_MEASURE_HZ,FM_ALIGNMENT_FLAG
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:04",NSW1,1,0.01100000,1,0.00451350,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:04",QLD1,1,0.01000000,1,0.00561206,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:04",SA1,1,-0.02800000,1,0.01146919,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:04",TAS1,1,-0.05300000,1,0.00940982,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:04",VIC1,1,-0.03100000,1,0.01179954,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:08",NSW1,1,0.00500000,1,0.00239939,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:08",QLD1,1,0.00700000,1,0.00280938,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:08",SA1,1,0.00300000,1,0.00825381,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:08",TAS1,1,-0.07800000,1,0.02465208,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:08",VIC1,1,0.00100000,1,0.00895520,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:12",NSW1,1,0.00200000,1,0.00142175,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:12",QLD1,1,-0.00100000,1,0.00240730,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:12",SA1,1,0.01200000,1,0.00375296,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:12",TAS1,1,-0.03200000,1,0.02628495,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:12",VIC1,1,0.01200000,1,0.00429849,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:16",NSW1,1,0.00800000,1,-0.00067197,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:16",QLD1,1,0.00400000,1,0.00098346,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:16",SA1,1,0.00100000,1,0.00269675,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:16",TAS1,1,0.01500000,1,0.01711052,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:16",VIC1,1,0.00100000,1,0.00312105,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:20",NSW1,1,-0.01600000,1,0.00303291,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:20",QLD1,1,-0.00800000,1,0.00254269,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:20",SA1,1,-0.00300000,1,0.00276414,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:20",TAS1,1,0.04900000,1,0.00241929,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:20",VIC1,1,-0.00200000,1,0.00287193,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:24",NSW1,1,-0.02500000,1,0.00791449,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:24",QLD1,1,-0.02400000,1,0.00731098,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:24",SA1,1,0.00700000,1,0.00059433,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:24",TAS1,1,0.04000000,1,-0.00700722,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:24",VIC1,1,0.00800000,1,0.00045595,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:28",NSW1,1,-0.01100000,1,0.00860016,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:28",QLD1,1,-0.01900000,1,0.00990854,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:28",SA1,1,-0.02000000,1,0.00490670,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:28",TAS1,1,0.01300000,1,-0.00833895,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:28",VIC1,1,-0.02000000,1,0.00479907,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:32",NSW1,1,0.02300000,1,0.00157790,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:32",QLD1,1,0.01500000,1,0.00437331,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:32",SA1,1,-0.02500000,1,0.00937188,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:32",TAS1,1,-0.01700000,1,-0.00270807,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:32",VIC1,1,-0.02800000,1,0.00995483,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:36",NSW1,1,0.02400000,1,-0.00410608,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:36",QLD1,1,0.02400000,1,-0.00193187,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:36",SA1,1,0.00500000,1,0.00617813,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:36",TAS1,1,-0.03700000,1,0.00611595,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:36",VIC1,1,0.00300000,1,0.00707598,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:40",NSW1,1,0.01000000,1,-0.00541584,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:40",QLD1,1,0.01200000,1,-0.00416923,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:40",SA1,1,0.02600000,1,-0.00097257,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:40",TAS1,1,-0.00900000,1,0.00675685,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:40",VIC1,1,0.03000000,1,-0.00116313,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:44",NSW1,1,-0.00100000,1,-0.00399010,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:44",QLD1,1,-0.00400000,1,-0.00235385,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:44",SA1,1,0.01500000,1,-0.00408978,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:44",TAS1,1,0.03900000,1,-0.00341134,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:44",VIC1,1,0.01600000,1,-0.00446021,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:48",NSW1,1,0.00500000,1,-0.00421452,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:48",QLD1,1,0.00500000,1,-0.00294188,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:48",SA1,1,-0.00300000,1,-0.00251427,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:48",TAS1,1,0.03700000,1,-0.01087549,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:48",VIC1,1,-0.00100000,1,-0.00324683,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:52",NSW1,1,0.01100000,1,-0.00572240,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:52",QLD1,1,0.01100000,1,-0.00473257,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:52",SA1,1,0.00400000,1,-0.00284443,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:52",TAS1,1,-0.00600000,1,-0.00712538,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:52",VIC1,1,0.00300000,1,-0.00319198,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:56",NSW1,1,0.01700000,1,-0.00822853,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:56",QLD1,1,0.01100000,1,-0.00612533,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:56",SA1,1,0.00600000,1,-0.00354567,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:56",TAS1,1,-0.02900000,1,0.00090248,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:35:56",VIC1,1,0.00500000,1,-0.00359376,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:00",NSW1,1,-0.00200000,1,-0.00595552,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:00",QLD1,1,0.00300000,1,-0.00543081,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:00",SA1,1,0.01000000,1,-0.00497997,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:00",TAS1,1,-0.02200000,1,0.00559082,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:00",VIC1,1,0.01000000,1,-0.00501737,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:04",NSW1,1,-0.02100000,1,0.00003460,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:04",QLD1,1,-0.01800000,1,-0.00022396,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:04",SA1,1,0.01100000,1,-0.00631775,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:04",TAS1,1,0.01100000,1,0.00190397,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:04",VIC1,1,0.01200000,1,-0.00656907,1
