C,SETP.WORLD,FPP_RUN,AEMO,PUBLIC,2025/05/02,17:43:15,0000000461610806,FPP,0000000461610806
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:08",NSW1,1,-0.00700000,1,0.00158247,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:08",QLD1,1,-0.01400000,1,0.00293692,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:08",SA1,1,-0.01300000,1,-0.00202492,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:08",TAS1,1,0.03500000,1,-0.00629691,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:08",VIC1,1,-0.01200000,1,-0.00244261,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:12",NSW1,1,-0.01900000,1,0.00545303,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:12",QLD1,1,-0.01700000,1,0.00606205,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:12",SA1,1,-0.01900000,1,0.00264728,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:12",TAS1,1,0.00800000,1,-0.00667537,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:12",VIC1,1,-0.01900000,1,0.00232241,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:16",NSW1,1,-0.00600000,1,0.00557458,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:16",QLD1,1,-0.01200000,1,0.00738159,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:16",SA1,1,-0.00500000,1,0.00317011,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:16",TAS1,1,-0.02200000,1,-0.00030307,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:16",VIC1,1,-0.00500000,1,0.00291743,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:20",NSW1,1,0.02700000,1,-0.00166422,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:20",QLD1,1,0.01800000,1,0.00174124,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:20",SA1,1,-0.02000000,1,0.00691009,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:20",TAS1,1,-0.03200000,1,0.00687539,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:20",VIC1,1,-0.01900000,1,0.00649133,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:24",NSW1,1,0.03700000,1,-0.00951662,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:24",QLD1,1,0.03400000,1,-0.00620126,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:24",SA1,1,0.00300000,1,0.00470785,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:24",TAS1,1,-0.03000000,1,0.01201419,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:24",VIC1,1,0.00200000,1,0.00460437,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:28",NSW1,1,0.02100000,1,-0.01206848,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:28",QLD1,1,0.02200000,1,-0.00971209,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:28",SA1,1,0.03400000,1,-0.00389389,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:28",TAS1,1,0.02500000,1,0.00378881,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:28",VIC1,1,0.03300000,1,-0.00375216,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:32",NSW1,1,0.03100000,1,-0.01627548,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:32",QLD1,1,0.03000000,1,-0.01422051,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:32",SA1,1,0.03100000,1,-0.00991747,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:32",TAS1,1,0.04700000,1,-0.00749759,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:32",VIC1,1,0.03300000,1,-0.01025168,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:36",NSW1,1,0.01900000,1,-0.01688093,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:36",QLD1,1,0.01900000,1,-0.01528262,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:36",SA1,1,0.02000000,1,-0.01215803,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:36",TAS1,1,0.04700000,1,-0.01627590,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:36",VIC1,1,0.01900000,1,-0.01219575,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:40",NSW1,1,0.01300000,1,-0.01601850,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:40",QLD1,1,0.01800000,1,-0.01588648,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:40",SA1,1,0.02800000,1,-0.01567847,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:40",TAS1,1,0.01800000,1,-0.01665903,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:40",VIC1,1,0.02700000,1,-0.01548558,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:44",NSW1,1,0.00000000,1,-0.01245883,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:44",QLD1,1,0.00400000,1,-0.01324504,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:44",SA1,1,0.02100000,1,-0.01686103,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:44",TAS1,1,-0.01100000,1,-0.01051258,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:44",VIC1,1,0.02100000,1,-0.01671101,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:48",NSW1,1,0.00800000,1,-0.01146798,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:48",QLD1,1,0.00000000,1,-0.01030170,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:48",SA1,1,0.00500000,1,-0.01422525,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:48",TAS1,1,-0.01000000,1,-0.00595423,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:48",VIC1,1,0.00600000,1,-0.01433079,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:52",NSW1,1,0.03500000,1,-0.01669732,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:52",QLD1,1,0.03200000,1,-0.01512354,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:52",SA1,1,-0.00900000,1,-0.00906408,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:52",TAS1,1,-0.00800000,1,-0.00285329,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:52",VIC1,1,-0.00600000,1,-0.00981284,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:56",NSW1,1,0.03000000,1,-0.01965347,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:56",QLD1,1,0.03300000,1,-0.01909609,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:56",SA1,1,0.01800000,1,-0.01104984,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:56",TAS1,1,-0.00200000,1,-0.00177478,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:36:56",VIC1,1,0.01700000,1,-0.01140999,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:00",NSW1,1,0.01500000,1,-0.01861937,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:00",QLD1,1,0.01700000,1,-0.01863029,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:00",SA1,1,0.03600000,1,-0.01659432,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:00",TAS1,1,0.01400000,1,-0.00449150,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:00",VIC1,1,0.03600000,1,-0.01687444,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:04",NSW1,1,0.02900000,1,-0.02092618,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:04",QLD1,1,0.02500000,1,-0.02004578,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:04",SA1,1,0.01700000,1,-0.01668447,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:04",TAS1,1,0.01900000,1,-0.00771561,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:04",VIC1,1,0.02400000,1,-0.01845790,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:08",NSW1,1,0.02700000,1,-0.02227592,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:08",QLD1,1,0.02600000,1,-0.02136894,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:08",SA1,1,0.02600000,1,-0.01875459,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:08",TAS1,1,0.01000000,1,-0.00822325,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:08",VIC1,1,0.01900000,1,-0.01857837,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:12",NSW1,1,0.02300000,1,-0.02243683,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:12",QLD1,1,0.02500000,1,-0.02217584,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:12",SA1,1,0.02600000,1,-0.02036468,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:12",TAS1,1,0.00200000,1,-0.00684031,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:12",VIC1,1,0.03200000,1,-0.02156095,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:16",NSW1,1,0.01300000,1,-0.02033976,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:16",QLD1,1,0.01600000,1,-0.02080343,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:16",SA1,1,0.02600000,1,-0.02161697,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:16",TAS1,1,0.02900000,1,-0.01176469,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:16",VIC1,1,0.02500000,1,-0.02232518,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:20",NSW1,1,0.01400000,1,-0.01893092,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:20",QLD1,1,0.00900000,1,-0.01818045,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:20",SA1,1,0.01900000,1,-0.02103542,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:20",TAS1,1,0.06500000,1,-0.02359476,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:20",VIC1,1,0.01900000,1,-0.02158625,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:24",NSW1,1,0.01900000,1,-0.01894627,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:24",QLD1,1,0.01600000,1,-0.01769591,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:24",SA1,1,0.00900000,1,-0.01836088,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:24",TAS1,1,0.04100000,1,-0.02746259,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:24",VIC1,1,0.01000000,1,-0.01901153,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:28",NSW1,1,0.02100000,1,-0.01940265,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:28",QLD1,1,0.02100000,1,-0.01843015,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:28",SA1,1,0.01400000,1,-0.01739180,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:28",TAS1,1,-0.01200000,1,-0.01869313,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:28",VIC1,1,0.01400000,1,-0.01789786,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:32",NSW1,1,0.00800000,1,-0.01686873,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:32",QLD1,1,0.01000000,1,-0.01655678,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:32",SA1,1,0.02100000,1,-0.01819362,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:32",TAS1,1,-0.02600000,1,-0.00876132,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:32",VIC1,1,0.02100000,1,-0.01858722,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:36",NSW1,1,0.01700000,1,-0.01689790,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:36",QLD1,1,0.01200000,1,-0.01554416,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:36",SA1,1,0.01500000,1,-0.01748393,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:36",TAS1,1,-0.00400000,1,-0.00592547,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:36",VIC1,1,0.01600000,1,-0.01801228,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:40",NSW1,1,0.01600000,1,-0.01669837,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:40",QLD1,1,0.01500000,1,-0.01542324,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:40",SA1,1,0.00600000,1,-0.01493195,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:40",TAS1,1,0.02500000,1,-0.01016425,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:40",VIC1,1,0.00900000,1,-0.01600955,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:44",NSW1,1,-0.00200000,1,-0.01254318,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:44",QLD1,1,0.00400000,1,-0.01288474,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:44",SA1,1,0.02000000,1,-0.01605818,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:44",TAS1,1,0.05400000,1,-0.01990553,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:44",VIC1,1,0.01700000,1,-0.01622965,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:48",NSW1,1,-0.01300000,1,-0.00686692,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:48",QLD1,1,-0.01500000,1,-0.00668813,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:48",SA1,1,0.01000000,1,-0.01471192,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:48",TAS1,1,0.04200000,1,-0.02481541,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:48",VIC1,1,0.01200000,1,-0.01528973,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:52",NSW1,1,0.00600000,1,-0.00667427,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:52",QLD1,1,-0.00300000,1,-0.00453521,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:52",SA1,1,-0.01000000,1,-0.00922038,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:52",TAS1,1,0.00000000,1,-0.01930087,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:52",VIC1,1,-0.00800000,1,-0.01011423,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:56",NSW1,1,0.02900000,1,-0.01163554,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:56",QLD1,1,0.02500000,1,-0.00908294,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:56",SA1,1,-0.01600000,1,-0.00361585,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:56",TAS1,1,-0.03800000,1,-0.00656734,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:37:56",VIC1,1,-0.01400000,1,-0.00475551,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:00",NSW1,1,0.00500000,1,-0.01016098,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:00",QLD1,1,0.01300000,1,-0.00995340,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:00",SA1,1,0.01800000,1,-0.00681233,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:00",TAS1,1,-0.05100000,1,0.00622540,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:00",VIC1,1,0.01600000,1,-0.00725429,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:04",NSW1,1,0.00300000,1,-0.00856965,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:04",QLD1,1,0.00500000,1,-0.00885264,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:04",SA1,1,0.02000000,1,-0.00974292,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:04",TAS1,1,0.00900000,1,0.00284198,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:04",VIC1,1,0.01900000,1,-0.00986445,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:08",NSW1,1,0.00300000,1,-0.00733195,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:08",QLD1,1,0.00600000,1,-0.00821872,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:08",SA1,1,0.00500000,1,-0.00868894,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:08",TAS1,1,0.04900000,1,-0.00867846,1
