C,SETP.WORLD,FPP_RUN,AEMO,PUBLIC,2025/05/02,17:43:15,0000000461610806,FPP,0000000461610806
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:08",VIC1,1,0.00500000,1,-0.00878346,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:12",NSW1,1,-0.01600000,1,-0.00214707,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:12",QLD1,1,-0.01100000,1,-0.00394789,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:12",SA1,1,0.00500000,1,-0.00786918,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:12",TAS1,1,0.04600000,1,-0.01697214,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:12",VIC1,1,0.00500000,1,-0.00794269,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:16",NSW1,1,-0.01100000,1,0.00077450,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:16",QLD1,1,-0.01600000,1,0.00048497,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:16",SA1,1,-0.00600000,1,-0.00478714,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:16",TAS1,1,-0.00100000,1,-0.01297833,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:16",VIC1,1,-0.00500000,1,-0.00506654,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:20",NSW1,1,-0.01100000,1,0.00304683,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:20",QLD1,1,-0.01000000,1,0.00259942,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:20",SA1,1,-0.01300000,1,-0.00083444,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:20",TAS1,1,-0.02600000,1,-0.00431648,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:20",VIC1,1,-0.01200000,1,-0.00127398,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:24",NSW1,1,-0.03000000,1,0.00903642,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:24",QLD1,1,-0.02700000,1,0.00802177,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:24",SA1,1,-0.00700000,1,0.00090655,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:24",TAS1,1,-0.03200000,1,0.00375385,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:24",VIC1,1,-0.00700000,1,0.00056468,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:28",NSW1,1,-0.02300000,1,0.01213944,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:28",QLD1,1,-0.02600000,1,0.01201693,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:28",SA1,1,-0.02000000,1,0.00514954,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:28",TAS1,1,-0.01400000,1,0.00603077,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:28",VIC1,1,-0.01800000,1,0.00443920,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:32",NSW1,1,0.01300000,1,0.00655290,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:32",QLD1,1,0.00100000,1,0.00912428,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:32",SA1,1,-0.02800000,1,0.01022742,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:32",TAS1,1,-0.03100000,1,0.01157949,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:32",VIC1,1,-0.03000000,1,0.01011938,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:36",NSW1,1,0.03100000,1,-0.00179219,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:36",QLD1,1,0.03800000,1,-0.00134778,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:36",SA1,1,-0.01100000,1,0.01039910,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:36",TAS1,1,-0.05800000,1,0.02189516,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:36",VIC1,1,-0.01300000,1,0.01075952,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:40",NSW1,1,0.03200000,1,-0.00850504,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:40",QLD1,1,0.03000000,1,-0.00771494,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:40",SA1,1,0.02900000,1,0.00164374,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:40",TAS1,1,-0.02500000,1,0.02258512,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:40",VIC1,1,0.02800000,1,0.00214629,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:44",NSW1,1,0.02400000,1,-0.01194836,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:44",QLD1,1,0.02600000,1,-0.01177829,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:44",SA1,1,0.02500000,1,-0.00427709,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:44",TAS1,1,0.03200000,1,0.01045509,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:44",VIC1,1,0.02600000,1,-0.00410844,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:48",NSW1,1,0.01200000,1,-0.01195984,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:48",QLD1,1,0.01300000,1,-0.01204978,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:48",SA1,1,0.02700000,1,-0.00932663,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:48",TAS1,1,0.06300000,1,-0.00586826,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:48",VIC1,1,0.02600000,1,-0.00897323,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:52",NSW1,1,0.01500000,1,-0.01263543,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:52",QLD1,1,0.01100000,1,-0.01181650,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:52",SA1,1,0.02500000,1,-0.01280960,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:52",TAS1,1,0.07000000,1,-0.02011976,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:52",VIC1,1,0.02100000,1,-0.01164585,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:56",NSW1,1,0.02400000,1,-0.01516089,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:56",QLD1,1,0.02300000,1,-0.01430172,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:56",SA1,1,0.00800000,1,-0.01174080,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:56",TAS1,1,0.03000000,1,-0.02231537,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:38:56",VIC1,1,0.00900000,1,-0.01105788,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:00",NSW1,1,0.02300000,1,-0.01690291,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:00",QLD1,1,0.02300000,1,-0.01623467,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:00",SA1,1,0.01800000,1,-0.01313173,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:00",TAS1,1,-0.00300000,1,-0.01668973,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:00",VIC1,1,0.01600000,1,-0.01215613,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:04",NSW1,1,0.02700000,1,-0.01914671,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:04",QLD1,1,0.02100000,1,-0.01729363,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:04",SA1,1,0.02600000,1,-0.01599135,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:04",TAS1,1,-0.01600000,1,-0.00942535,0
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:04",VIC1,1,0.02400000,1,-0.01478810,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:08",NSW1,1,0.03000000,1,-0.02155855,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:08",QLD1,1,0.03100000,1,-0.02033949,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:08",SA1,1,0.02300000,1,-0.01754883,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:08",TAS1,1,-0.00900000,1,-0.00533083,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:08",VIC1,1,0.02100000,1,-0.01616852,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:12",NSW1,1,0.03100000,1,-0.02365665,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:12",QLD1,1,0.02800000,1,-0.02204183,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:12",SA1,1,0.02800000,1,-0.01987131,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:12",TAS1,1,-0.00600000,1,-0.00281287,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:12",VIC1,1,0.02600000,1,-0.01835329,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:16",NSW1,1,0.02800000,1,-0.02462184,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:16",QLD1,1,0.02900000,1,-0.02358809,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:16",SA1,1,0.02800000,1,-0.02167769,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:16",TAS1,1,-0.00600000,1,-0.00085445,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:16",VIC1,1,0.03000000,1,-0.02094145,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:20",NSW1,1,0.02200000,1,-0.02403921,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:20",QLD1,1,0.02500000,1,-0.02390185,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:20",SA1,1,0.02800000,1,-0.02308265,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:20",TAS1,1,-0.02000000,1,0.00377987,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:20",VIC1,1,0.02600000,1,-0.02206557,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:24",NSW1,1,0.00500000,1,-0.01980827,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:24",QLD1,1,0.01400000,1,-0.02170144,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:24",SA1,1,0.02800000,1,-0.02417539,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:24",TAS1,1,0.06200000,1,-0.01083788,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:24",VIC1,1,0.02600000,1,-0.02293989,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:28",NSW1,1,0.00600000,1,-0.01673977,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:28",QLD1,1,0.00400000,1,-0.01776779,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:28",SA1,1,0.02000000,1,-0.02324753,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:28",TAS1,1,0.12800000,1,-0.03687391,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:28",VIC1,1,0.02000000,1,-0.02228658,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:32",NSW1,1,0.02300000,1,-0.01813093,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:32",QLD1,1,0.02200000,1,-0.01870828,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:32",SA1,1,0.00500000,1,-0.01919252,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:32",TAS1,1,0.12600000,1,-0.05667971,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:32",VIC1,1,0.00600000,1,-0.01866734,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:36",NSW1,1,0.01700000,1,-0.01787961,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:36",QLD1,1,0.01800000,1,-0.01855088,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:36",SA1,1,0.01700000,1,-0.01870529,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:36",TAS1,1,0.06900000,1,-0.05941755,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:36",VIC1,1,0.01500000,1,-0.01785238,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:40",NSW1,1,0.02000000,1,-0.01835081,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:40",QLD1,1,0.02300000,1,-0.01953957,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:40",SA1,1,0.01900000,1,-0.01877078,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:40",TAS1,1,0.09500000,1,-0.06732476,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:40",VIC1,1,0.01900000,1,-0.01810741,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:44",NSW1,1,0.01500000,1,-0.01760619,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:44",QLD1,1,0.01400000,1,-0.01830855,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:44",SA1,1,0.01900000,1,-0.01882172,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:44",TAS1,1,0.13300000,1,-0.08191926,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:44",VIC1,1,0.01900000,1,-0.01830576,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:48",NSW1,1,0.00600000,1,-0.01502704,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:48",QLD1,1,0.00600000,1,-0.01557332,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:48",SA1,1,0.01700000,1,-0.01841689,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:48",TAS1,1,0.09000000,1,-0.08371498,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:48",VIC1,1,0.01900000,1,-0.01846004,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:52",NSW1,1,0.01800000,1,-0.01568770,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:52",QLD1,1,0.01200000,1,-0.01477925,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:52",SA1,1,0.01100000,1,-0.01676869,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:52",TAS1,1,0.04800000,1,-0.07577832,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:52",VIC1,1,0.01200000,1,-0.01702448,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:56",NSW1,1,0.02100000,1,-0.01686821,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:56",QLD1,1,0.02500000,1,-0.01705053,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:56",SA1,1,0.00800000,1,-0.01482009,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:56",TAS1,1,0.04600000,1,-0.06916092,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:39:56",VIC1,1,0.00900000,1,-0.01524126,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:40:00",NSW1,1,0.02300000,1,-0.01823083,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:40:00",QLD1,1,0.02400000,1,-0.01859486,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:40:00",SA1,1,0.01700000,1,-0.01530451,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:40:00",TAS1,1,0.10500000,1,-0.07712516,1
D,FPP,REGION_FREQ_MEASURE,1,"2025/05/02 17:40:00","2025/05/02 17:40:00",VIC1,1,0.01800000,1,-0.01585431,1
I,FPP,RESIDUAL_CF,1,INTERVAL_DATETIME,CONSTRAINTID,VERSIONNO,BIDTYPE,RESIDUAL_CF,NEGATIVE_RESIDUAL_CF,RESIDUAL_DCF,RESIDUAL_CF_REASON_FLAG,CF_ABS_POSITIVE_PERF_TOTAL,CF_ABS_NEGATIVE_PERF_TOTAL,NCF_ABS_NEGATIVE_PERF_TOTAL
D,FPP,RESIDUAL_CF,1,"2025/05/02 17:40:00",F_MAIN++NIL_MG_R5,1,RAISEREG,-0.32880268,-0.32880268,-0.24320973,0,15.19589,12.01003,12.01003
D,FPP,RESIDUAL_CF,1,"2025/05/02 17:40:00",F_T+LREG_0050,1,LOWERREG,0.07792967,0.00000000,-0.22422379,0,25.45757,7.95422,7.95422
D,FPP,RESIDUAL_CF,1,"2025/05/02 17:40:00",F_T+RREG_0050,1,RAISEREG,-0.18989147,-0.18989147,-0.32144596,0,2.30684,4.47998,4.47998
D,FPP,RESIDUAL_CF,1,"2025/05/02 17:40:00",F_TASCAP_LREG_0210,1,LOWERREG,-0.23277105,-0.23277105,-0.28196824,0,132.61913,138.12551,138.12551
I,FPP,RESIDUAL_PERFORMANCE,1,INTERVAL_DATETIME,REGIONID,VERSIONNO,RAISE_PERFORMANCE,RAISE_REASON_FLAG,LOWER_PERFORMANCE,LOWER_REASON_FLAG
D,FPP,RESIDUAL_PERFORMANCE,1,"2025/05/02 17:40:00",NSW1,1,-2.05657,0,-2.49720,0
D,FPP,RESIDUAL_PERFORMANCE,1,"2025/05/02 17:40:00",QLD1,1,-2.66173,0,-25.01011,0
D,FPP,RESIDUAL_PERFORMANCE,1,"2025/05/02 17:40:00",SA1,1,0.94741,0,-4.49911,0
D,FPP,RESIDUAL_PERFORMANCE,1,"2025/05/02 17:40:00",TAS1,1,-0.85071,0,1.98390,0
D,FPP,RESIDUAL_PERFORMANCE,1,"2025/05/02 17:40:00",VIC1,1,-0.17804,0,-0.14520,0
I,FPP,FPP_RUN,1,INTERVAL_DATETIME,VERSIONNO,FPPRUN_DATETIME,RUN_STATUS,AUTHORISED_DATETIME
D,FPP,FPP_RUN,1,"2025/05/02 17:40:00",1,"2025/05/02 17:40:00",Completed,"2025/05/02 17:43:11"
C,"END OF REPORT",702
